,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
0,İstanbul,Kartal,Cumhuriyet Mahallesi,1890000,107,70,2+1,5-10,20
1,İstanbul,Kartal,Çavuşoğlu Mahallesi,1310000,120,105,3+1,0 (Yeni),Bahçe Katı
2,İstanbul,Başakşehir,Kayabaşı Mahallesi,900000,75,68,2+1,5-10,5
3,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,200,185,3+1,11-15,5
4,İstanbul,Eyüpsultan,Nişancı Mahallesi,775000,100,90,2+1,21 Ve Üzeri,4
5,İstanbul,Sarıyer,Rumeli Kavağı Mahallesi,1500000,115,90,2+1,21 Ve Üzeri,3
6,İstanbul,Sarıyer,Kumköy Mahallesi,4000000,275,250,5+1,21 Ve Üzeri,Villa Tipi
7,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1400000,124,80,2+1,3,6
8,İstanbul,Bağcılar,100. Yıl Mahallesi,760000,155,140,3+1,21 Ve Üzeri,4
9,İstanbul,Sancaktepe,Yunus Emre Mahallesi,495000,125,110,2+1,3,Yüksek Giriş
10,İstanbul,Çekmeköy,Mimar Sinan Mahallesi,1200000,165,140,3+2,4,Çatı Katı
11,İstanbul,Çekmeköy,Hamidiye Mahallesi,455000,55,45,1+1,4,Bahçe Katı
12,İstanbul,Sultanbeyli,Battalgazi Mahallesi,575000,80,70,2+1,5-10,1
13,İstanbul,Avcılar,Tahtakale Mahallesi,7000000,130,110,3+1,0 (Yeni),6
14,İstanbul,Başakşehir,Başak Mahallesi,1950000,90,80,2+1,11-15,8
15,İstanbul,Sarıyer,Yeniköy Mahallesi,761000000,900,800,8+ Oda,21 Ve Üzeri,Müstakil
16,İstanbul,Eyüpsultan,Nişancı Mahallesi,550000,85,75,2+1,5-10,Bahçe Katı
17,İstanbul,Ataşehir,Esatpaşa Mahallesi,745000,86,77,2+1,5-10,Yüksek Giriş
18,İstanbul,Maltepe,Fındıklı Mahallesi,620000,90,80,2+1,5-10,Yüksek Giriş
19,İstanbul,Eyüpsultan,Göktürk Merkez Mahallesi,8500000,390,235,4+1,0 (Yeni),1
20,İstanbul,Esenler,Menderes Mahallesi,759000,120,110,2+1,5-10,4
21,İstanbul,Esenyurt,Barbaros Hayrettin Paşa Mahallesi,580000,74,42,1+1,5-10,7
22,İstanbul,Çekmeköy,Çatalmeşe Mahallesi,675000,92,72,2+1,0 (Yeni),5
23,İstanbul,Esenyurt,Süleymaniye Mahallesi,559000,120,100,2+1,3,Yüksek Giriş
24,İstanbul,Maltepe,Zümrütevler Mahallesi,720000,110,85,2+1,11-15,1
25,İstanbul,Maltepe,Cevizli Mahallesi,2250000,180,160,3+2,5-10,4
26,İstanbul,Şişli,Kuştepe Mahallesi,6500000,228,227,3+2,21 Ve Üzeri,Villa Tipi
27,İstanbul,Kadıköy,Merdivenköy Mahallesi,4250000,255,245,5+1,16-20,9
28,İstanbul,Pendik,Esenler Mahallesi,540000,90,75,2+1,11-15,Düz Giriş
29,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi,715000,145,135,2+1,5-10,2
30,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,350000,80,75,1+1,0 (Yeni),6
31,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,980000,95,85,2+1,0 (Yeni),Yüksek Giriş
32,İstanbul,Başakşehir,Kayabaşı Mahallesi,900000,75,68,2+1,5-10,5
33,İstanbul,Esenler,Fatih Mahallesi,540000,85,75,2+1,5-10,Yüksek Giriş
34,İstanbul,Bahçelievler,Soğanlı Mahallesi,1400000,165,155,3+1,0 (Yeni),5
35,İstanbul,Beyoğlu,Bülbül Mahallesi,11050000,395,394,1 Oda,21 Ve Üzeri,Düz Giriş
36,İstanbul,Beşiktaş,Arnavutköy Mahallesi,17500000,145,75,6+3,21 Ve Üzeri,Müstakil
37,İstanbul,Pendik,Esenler Mahallesi,775000,95,85,2+1,3,2
38,İstanbul,Pendik,Esenler Mahallesi,778000,95,85,2+1,5-10,3
39,İstanbul,Ataşehir,Örnek Mahallesi,600000,55,50,1+1,0 (Yeni),Bahçe Katı
40,İstanbul,Bağcılar,100. Yıl Mahallesi,600000,125,115,2+1,21 Ve Üzeri,2
41,İstanbul,Maltepe,Bağlarbaşı Mahallesi,775000,90,80,2+1,21 Ve Üzeri,1
42,İstanbul,Üsküdar,Beylerbeyi Mahallesi,895000,80,60,2+1,21 Ve Üzeri,Yüksek Giriş
43,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,895000,160,150,3+2,2,3
44,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,429999,105,90,2+1,0 (Yeni),1
45,İstanbul,Ataşehir,Esatpaşa Mahallesi,850000,95,90,2+1,5-10,Yüksek Giriş
46,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,800000,125,105,2+1,5-10,1
47,İstanbul,Maltepe,Fındıklı Mahallesi,768000,90,80,2+1,11-15,1
48,İstanbul,Sarıyer,Kazım Karabekir Paşa Mahallesi,350000,100,95,2+1,11-15,Müstakil
49,İstanbul,Başakşehir,Kayabaşı Mahallesi,920000,75,68,2+1,5-10,8
50,İstanbul,Maltepe,Cevizli Mahallesi,900000,50,45,1+1,2,Düz Giriş
51,İstanbul,Maltepe,Cevizli Mahallesi,1720000,240,215,4+2,0 (Yeni),5
52,İstanbul,Üsküdar,Cumhuriyet Mahallesi,1450000,167,147,3+1,5-10,4
53,İstanbul,Esenler,Namık Kemal Mahallesi,315000,100,90,2+1,21 Ve Üzeri,6
54,İstanbul,Tuzla,Cami Mahallesi,1750000,120,85,3+1,0 (Yeni),2
55,İstanbul,Sarıyer,Ayazağa Mahallesi,3650000,82,55,1+1,4,8
56,İstanbul,Zeytinburnu,Kazlıçeşme Mahallesi,15000000,246,200,3.5+1,5-10,28
57,İstanbul,Beşiktaş,Mecidiye Mahallesi,1500000,100,85,2+1,21 Ve Üzeri,Düz Giriş
58,İstanbul,Sarıyer,Ayazağa Mahallesi,12000000,220,160,4+1,4,15
59,İstanbul,Ataşehir,İnönü Mahallesi,650000,65,50,1+1,5-10,1
60,İstanbul,Şişli,Teşvikiye Mahallesi,3650000,120,100,2+1,21 Ve Üzeri,2
61,İstanbul,Çekmeköy,Merkez Mahallesi,900000,100,95,2+1,2,3
62,İstanbul,Ataşehir,Aşıkveysel Mahallesi,450000,60,55,1+1,3,Yüksek Giriş
63,İstanbul,Esenyurt,Çınar Mahallesi,365000,135,120,3+1,0 (Yeni),Bahçe Katı
64,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,780000,85,80,2+1,11-15,2
65,İstanbul,Esenyurt,Cumhuriyet Mahallesi,437500,100,85,2+1,5-10,2
66,İstanbul,Kadıköy,Bostancı Mahallesi,1940000,120,105,3+1,5-10,3
67,İstanbul,Kartal,Cevizli Mahallesi,550000,115,107,3+1,21 Ve Üzeri,4
68,İstanbul,Kadıköy,Kozyatağı Mahallesi,3380000,135,115,4+1,4,2
69,İstanbul,Beylikdüzü,Kavaklı Mahallesi,1080000,105,95,2+1,0 (Yeni),1
70,İstanbul,Maltepe,Esenkent Mahallesi,1270000,110,80,2+1,0 (Yeni),4
71,İstanbul,Kadıköy,Fenerbahçe Mahallesi,5250000,140,100,3+1,0 (Yeni),9
72,İstanbul,Avcılar,Üniversite Mahallesi,5750000,216,120,3+1,21 Ve Üzeri,4
73,İstanbul,Küçükçekmece,Fevzi Çakmak Mahallesi,5450000,800,799,1 Oda,21 Ve Üzeri,Düz Giriş
74,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,785000,95,90,2+1,0 (Yeni),Yüksek Giriş
75,İstanbul,Şişli,Mecidiyeköy Mahallesi,2350000,140,130,3+1,21 Ve Üzeri,6
76,İstanbul,Esenyurt,Koza Mahallesi,2850000,157,101,2+1,1,18
77,İstanbul,Şişli,Paşa Mahallesi,525000,90,75,1+1,5-10,Düz Giriş
78,İstanbul,Büyükçekmece,Fatih Mahallesi,7000000,670,510,7+2,0 (Yeni),Villa Tipi
79,İstanbul,Üsküdar,Kuzguncuk Mahallesi,144000000,550,500,7+2,21 Ve Üzeri,Villa Tipi
80,İstanbul,Esenyurt,Bağlarçeşme Mahallesi,629000,150,130,3+1,5-10,3
81,İstanbul,Kadıköy,Caddebostan Mahallesi,5600000,140,110,3+1,4,9
82,İstanbul,Fatih,Koca Mustafapaşa Mahallesi,750000,105,95,2+1,21 Ve Üzeri,4
83,İstanbul,Fatih,Koca Mustafapaşa Mahallesi,4950000,340,330,6+1,2,Düz Giriş
84,İstanbul,Kartal,Cumhuriyet Mahallesi,1990000,111,73,2+1,5-10,28
85,İstanbul,Silivri,Yeni Mahallesi,1225000,125,95,2+1,0 (Yeni),7
86,İstanbul,Beyoğlu,Sütlüce Mahallesi,575000,110,90,2+1,11-15,Bahçe Katı
87,İstanbul,Şişli,Fulya Mahallesi,4500000,155,145,3+1,21 Ve Üzeri,1
88,İstanbul,Ataşehir,Atatürk Mahallesi,6500000,180,130,4+1,21 Ve Üzeri,13
89,İstanbul,Kadıköy,Fenerbahçe Mahallesi,17500000,290,230,4+2,4,9
90,İstanbul,Bahçelievler,Soğanlı Mahallesi,865000,80,75,2+1,0 (Yeni),1
91,İstanbul,Eyüpsultan,Göktürk Merkez Mahallesi,3950000,220,180,3+1,11-15,4
92,İstanbul,Bahçelievler,Şirinevler Mahallesi,1350000,95,85,2+1,0 (Yeni),2
93,İstanbul,Bahçelievler,Şirinevler Mahallesi,1550000,125,115,3+1,0 (Yeni),2
94,İstanbul,Beyoğlu,Şehit Muhtar Mahallesi,4750000,99,90,2+0,0 (Yeni),1
95,İstanbul,Esenler,Davutpaşa Mahallesi,700000,85,80,2+1,0 (Yeni),Yüksek Giriş
96,İstanbul,Kadıköy,Bostancı Mahallesi,2695000,155,140,3+1,21 Ve Üzeri,2
97,İstanbul,Bahçelievler,Bahçelievler Mahallesi,865000,85,80,2+1,0 (Yeni),1
98,İstanbul,Küçükçekmece,Atakent Mahallesi,3000000,167,130,3+1,5-10,5
99,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,530000,135,130,3+1,16-20,2
100,İstanbul,Kartal,Hürriyet Mahallesi,1200000,95,75,2+1,5-10,10
101,İstanbul,Kadıköy,Feneryolu Mahallesi,2850000,155,115,3+1,21 Ve Üzeri,2
102,İstanbul,Maltepe,Küçükyalı Mahallesi,1990000,143,110,3+1,21 Ve Üzeri,5
103,İstanbul,Esenyurt,Cumhuriyet Mahallesi,638500,110,90,3+1,1,Düz Giriş
104,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,550000,150,140,3+1,0 (Yeni),8
105,İstanbul,Küçükçekmece,Yeni Mahalle Mahallesi,1150000,190,170,3+2,21 Ve Üzeri,Bahçe Dublex
106,İstanbul,Beyoğlu,Yahya Kahya Mahallesi,875000,90,80,2+1,21 Ve Üzeri,3
107,İstanbul,Bakırköy,Ataköy 2-5-6. Kısım Mahallesi,11500000,240,220,4+1,11-15,5
108,İstanbul,Bahçelievler,Şirinevler Mahallesi,1000000,90,85,2+1,0 (Yeni),2
109,İstanbul,Tuzla,Şifa Mahallesi,1000000,220,198,3+1,21 Ve Üzeri,Müstakil
110,İstanbul,Esenler,Menderes Mahallesi,835000,90,85,2+1,5-10,5
111,İstanbul,Sarıyer,Kumköy Mahallesi,3500000,450,400,6+2,11-15,Düz Giriş
112,İstanbul,Bahçelievler,Soğanlı Mahallesi,1285000,85,80,2+1,0 (Yeni),2
113,İstanbul,Şişli,Harbiye Mahallesi,9000000,165,150,3+1,11-15,5
114,İstanbul,Arnavutköy,Yunus Emre Mahallesi,870000,107,106,2+1,21 Ve Üzeri,Müstakil
115,İstanbul,Kadıköy,Bostancı Mahallesi,4250000,165,133,3+1,21 Ve Üzeri,8
116,İstanbul,Silivri,Yeni Mahallesi,1500000,145,125,3+1,4,6
117,İstanbul,Bağcılar,Kirazlı Mahallesi,640000,85,80,2+1,5-10,1
118,İstanbul,Küçükçekmece,Atakent Mahallesi,3650000,196,170,4+1,11-15,10
119,İstanbul,Büyükçekmece,Kamiloba Mahallesi,7000000,1200,1000,6+2,11-15,Düz Giriş
120,İstanbul,Küçükçekmece,Atakent Mahallesi,2100000,115,90,2+1,5-10,4
121,İstanbul,Kartal,Karlıktepe Mahallesi,970000,120,100,3+1,0 (Yeni),Yüksek Giriş
122,İstanbul,Pendik,Esenler Mahallesi,1451500,100,80,2+1,0 (Yeni),1
123,İstanbul,Pendik,Esenler Mahallesi,1451500,103,84,2+1,0 (Yeni),1
124,İstanbul,Pendik,Esenler Mahallesi,1150000,81,63,2+1,0 (Yeni),1
125,İstanbul,Pendik,Esenler Mahallesi,2273000,140,110,3+1,0 (Yeni),8
126,İstanbul,Pendik,Yenişehir Mahallesi,617500,70,60,1+1,11-15,Bahçe Katı
127,İstanbul,Bakırköy,Ataköy 2-5-6. Kısım Mahallesi,28000000,600,550,5+1,21 Ve Üzeri,12
128,İstanbul,Maltepe,Girne Mahallesi,1000000,90,75,2+1,0 (Yeni),3
129,İstanbul,Maltepe,Girne Mahallesi,800000,80,65,2+1,0 (Yeni),1
130,İstanbul,Beylikdüzü,Dereağzı Mahallesi,5250000,300,270,5+2,0 (Yeni),Villa Tipi
131,İstanbul,Beylikdüzü,Dereağzı Mahallesi,8000000,450,400,7+2,0 (Yeni),Villa Tipi
132,İstanbul,Büyükçekmece,Atatürk Mahallesi,1550000,230,200,5+2,21 Ve Üzeri,1
133,İstanbul,Sultanbeyli,Battalgazi Mahallesi,595000,85,80,2+1,0 (Yeni),1
134,İstanbul,Bakırköy,Ataköy 2-5-6. Kısım Mahallesi,10250000,174,165,3+1,5-10,3
135,İstanbul,Sultanbeyli,Mimar Sinan Mahallesi,645000,90,85,2+1,0 (Yeni),1
136,İstanbul,Büyükçekmece,Celaliye Mahallesi,2400000,350,330,4+1,11-15,Düz Giriş
137,İstanbul,Sarıyer,Maslak Mahallesi,3750000,135,87,3+1,5-10,13
138,İstanbul,Bakırköy,Ataköy 2-5-6. Kısım Mahallesi,2750000,120,105,3+1,21 Ve Üzeri,13
139,İstanbul,Maltepe,Bağlarbaşı Mahallesi,1150000,145,110,3+1,21 Ve Üzeri,2
140,İstanbul,Tuzla,İstasyon Mahallesi,1050000,105,85,3+1,5-10,Yüksek Giriş
141,İstanbul,Pendik,Esenler Mahallesi,1614000,119,93,2+1,0 (Yeni),9
142,İstanbul,Şişli,Teşvikiye Mahallesi,4500000,165,150,3+1,21 Ve Üzeri,Bahçe Katı
143,İstanbul,Avcılar,Merkez Mahallesi,3100000,162,142,3+1,5-10,9
144,İstanbul,Şişli,Teşvikiye Mahallesi,1600000,55,49,1+1,0 (Yeni),Düz Giriş
145,İstanbul,Eyüpsultan,İslambey Mahallesi,1050000,160,150,4+2,5-10,3
146,İstanbul,Ataşehir,İnönü Mahallesi,1155000,145,140,3+1,11-15,2
147,İstanbul,Avcılar,Tahtakale Mahallesi,2330000,189,140,3+1,5-10,13
148,İstanbul,Maltepe,Bağlarbaşı Mahallesi,1150000,145,110,3+1,21 Ve Üzeri,4
149,İstanbul,Sultanbeyli,Battalgazi Mahallesi,759000,130,110,3+1,0 (Yeni),1
150,İstanbul,Bağcılar,Fevzi Çakmak Mahallesi,600000,90,85,2+1,5-10,Yüksek Giriş
151,İstanbul,Kartal,Atalar Mahallesi,1300000,135,115,3+1,5-10,4
152,İstanbul,Sancaktepe,İnönü Mahallesi,1150000,150,125,3+2,0 (Yeni),Çatı Dubleks
153,İstanbul,Beşiktaş,Nisbetiye Mahallesi,8500000,300,270,5+1,21 Ve Üzeri,Bahçe Katı
154,İstanbul,Beşiktaş,Akat Mahallesi,16500000,350,320,5+2,21 Ve Üzeri,Düz Giriş
155,İstanbul,Kadıköy,Suadiye Mahallesi,3985000,145,108,3+1,21 Ve Üzeri,1
156,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1450000,100,90,1+1,5-10,11
157,İstanbul,Avcılar,Tahtakale Mahallesi,2100000,164,128,2+1,3,8
158,İstanbul,Ümraniye,Site Mahallesi,1650000,120,106,3+1,11-15,Düz Giriş
159,İstanbul,Maltepe,Feyzullah Mahallesi,2300000,160,150,2+2,3,4
160,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,350000,105,100,1+1,0 (Yeni),8
161,İstanbul,Pendik,Esenler Mahallesi,1451500,139,80,2+1,0 (Yeni),1
162,İstanbul,Pendik,Esenler Mahallesi,1263000,102,75,2+1,1,9
163,İstanbul,Küçükçekmece,Atakent Mahallesi,3150000,192,175,4+1,11-15,5
164,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,350000,80,75,1+1,0 (Yeni),5
165,İstanbul,Güngören,Mareşal Çakmak Mahallesi,445000,65,55,1+1,0 (Yeni),Bahçe Katı
166,İstanbul,Beşiktaş,Levent Mahallesi,22000000,450,400,6+2,5-10,Düz Giriş
167,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,650000,135,125,2+1,0 (Yeni),4
168,İstanbul,Beylikdüzü,Yakuplu Mahallesi,599000,110,95,2+1,0 (Yeni),Bahçe Katı
169,İstanbul,Silivri,Gümüşyaka Mahallesi,1075000,245,230,3+1,21 Ve Üzeri,Düz Giriş
170,İstanbul,Pendik,Harmandere Mahallesi,650000,180,160,3+1,11-15,4
171,İstanbul,Eyüpsultan,Merkez Mahallesi,1490000,160,150,3+2,0 (Yeni),3
172,İstanbul,Sarıyer,Sarıyer Merkez Mahallesi,4200000,270,200,5+3,11-15,Müstakil
173,İstanbul,Kadıköy,Koşuyolu Mahallesi,8250000,305,304,1 Oda,21 Ve Üzeri,Düz Giriş
174,İstanbul,Şişli,Gülbahar Mahallesi,1450000,160,150,3+1,21 Ve Üzeri,4
175,İstanbul,Sarıyer,Zekeriyaköy Mahallesi,6500000,500,450,6+2,21 Ve Üzeri,Villa Tipi
176,İstanbul,Esenler,Kazım Karabekir Mahallesi,850000,95,85,2+1,0 (Yeni),4
177,İstanbul,Bağcılar,Yavuz Selim Mahallesi,685000,160,150,3+1,11-15,3
178,İstanbul,Kağıthane,Merkez Mahallesi,1800000,255,220,4+1,5-10,4
179,İstanbul,Maltepe,Girne Mahallesi,1200000,119,100,3+1,0 (Yeni),4
180,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,247000,125,115,2+1,0 (Yeni),3
181,İstanbul,Arnavutköy,Mavigöl Mahallesi,3900000,500,300,4+1,5-10,Villa Tipi
182,İstanbul,Bağcılar,Sancaktepe Mahallesi,1200000,200,190,5+1,2,3
183,İstanbul,Güngören,Mehmet Nesih Özmen Mahallesi,2750000,160,140,3+1,5-10,1
184,İstanbul,Eyüpsultan,Güzeltepe Mahallesi,4400000,178,105,3+1,0 (Yeni),5
185,İstanbul,Esenyurt,Mehmet Akif Ersoy Mahallesi,250000,92,85,2+1,0 (Yeni),Bahçe Katı
186,İstanbul,Küçükçekmece,Atakent Mahallesi,3400000,167,140,3+1,11-15,6
187,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,1200000,165,160,6+1,1,Çatı Dubleks
188,İstanbul,Bahçelievler,Soğanlı Mahallesi,1650000,190,170,4+2,0 (Yeni),5
189,İstanbul,Büyükçekmece,Atatürk Mahallesi,600000,100,90,2+1,0 (Yeni),3
190,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi,720000,100,90,2+1,5-10,5
191,İstanbul,Ümraniye,Esenevler Mahallesi,1360000,87,75,2+1,0 (Yeni),3
192,İstanbul,Tuzla,Aydınlı Mahallesi,650000,90,75,2+1,0 (Yeni),2
193,İstanbul,Beylikdüzü,Marmara Mahallesi,4300000,270,250,Stüdyo,4,Düz Giriş
194,İstanbul,Maltepe,Altayçeşme Mahallesi,2700000,109,80,2+1,3,4
195,İstanbul,Sarıyer,Bahçeköy Merkez Mahallesi,850000,90,85,2+1,11-15,3
196,İstanbul,Başakşehir,Altınşehir Mahallesi,1100000,190,180,4+2,3,Kot 3 (-3)
197,İstanbul,Küçükçekmece,İnönü Mahallesi,1175000,185,165,4+1,5-10,Çatı Dubleks
198,İstanbul,Maltepe,Girne Mahallesi,1250000,110,95,3+1,3,2
199,İstanbul,Esenler,Tuna Mahallesi,290000,55,50,1+1,3,Bahçe Katı
200,İstanbul,Esenler,Tuna Mahallesi,740000,95,90,2+1,4,3
201,İstanbul,Bahçelievler,Zafer Mahallesi,720000,90,80,2+1,0 (Yeni),Yüksek Giriş
202,İstanbul,Büyükçekmece,Kamiloba Mahallesi,1700000,120,100,1+1,11-15,Düz Giriş
203,İstanbul,Beşiktaş,Levazım Mahallesi,15200000,189,133,3+1,4,7
204,İstanbul,Bahçelievler,Kocasinan Merkez Mahallesi,750000,128,125,2+1,11-15,Çatı Dubleks
205,İstanbul,Büyükçekmece,Kamiloba Mahallesi,755000,85,80,2+1,11-15,Düz Giriş
206,İstanbul,Beylikdüzü,Barış Mahallesi,1200000,115,100,2+1,11-15,2
207,İstanbul,Beylikdüzü,Beylikdüzü OSB Mahallesi,330000,95,85,1+1,0 (Yeni),11
208,İstanbul,Pendik,Güllü Bağlar Mahallesi,2900000,300,260,6+1,0 (Yeni),9
209,İstanbul,Pendik,Güllü Bağlar Mahallesi,2300000,300,250,4+1,0 (Yeni),10
210,İstanbul,Beylikdüzü,Sahil Mahallesi,1900000,135,110,2+1,2,2
211,İstanbul,Eyüpsultan,Yeşilpınar Mahallesi,1500000,110,90,3+1,11-15,Yüksek Giriş
212,İstanbul,Çekmeköy,Hamidiye Mahallesi,5000000,178,150,3+1,5-10,3
213,İstanbul,Pendik,Güzelyalı Mahallesi,1000000,125,120,3+1,5-10,2
214,İstanbul,Pendik,Velibaba Mahallesi,1500000,125,120,3+1,3,1
215,İstanbul,Beykoz,Acarlar Mahallesi,2750000,145,105,2+1,2,5
216,İstanbul,Beykoz,Göztepe Mahallesi,3700000,150,135,3+1,21 Ve Üzeri,4
217,İstanbul,Sancaktepe,Safa Mahallesi,775000,125,100,3+1,11-15,7
218,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,689999,150,140,3+1,0 (Yeni),2
219,İstanbul,Esenyurt,Saadetdere Mahallesi,670000,130,120,2+1,4,2
220,İstanbul,Sultanbeyli,Hasanpaşa Mahallesi,1050000,80,70,2+1,5-10,Bahçe Katı
221,İstanbul,Esenyurt,Saadetdere Mahallesi,690000,90,80,2+1,0 (Yeni),2
222,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,2250000,100,90,2+1,11-15,5
223,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,1800000,220,200,4+2,16-20,5
224,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1750000,220,160,4+1,1,3
225,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,5250000,450,325,6+2,0 (Yeni),Düz Giriş
226,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1475000,125,105,2+1,0 (Yeni),2
227,İstanbul,Gaziosmanpaşa,Şemsipaşa Mahallesi,1185000,110,100,2+1,0 (Yeni),3
228,İstanbul,Bayrampaşa,Kartaltepe Mahallesi,1350000,165,150,3+2,0 (Yeni),Çatı Dubleks
229,İstanbul,Beylikdüzü,Yakuplu Mahallesi,1000000,110,100,3+1,4,1
230,İstanbul,Avcılar,Denizköşkler Mahallesi,1300000,110,100,3+1,0 (Yeni),3
231,İstanbul,Avcılar,Cihangir Mahallesi,980000,130,120,3+1,5-10,5
232,İstanbul,Avcılar,Gümüşpala Mahallesi,1500000,160,150,3+2,5-10,3
233,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,3100000,185,170,3+1,5-10,3
234,İstanbul,Avcılar,Merkez Mahallesi,1500000,150,140,3+2,0 (Yeni),Çatı Dubleks
235,İstanbul,Esenyurt,Piri Reis Mahallesi,849000,140,130,3+1,5-10,11
236,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,3250000,152,110,3+1,0 (Yeni),2
237,İstanbul,Bahçelievler,Çobançeşme Mahallesi,785000,120,100,2+1,21 Ve Üzeri,1
238,İstanbul,Kadıköy,Bostancı Mahallesi,3950000,120,90,3+1,4,2
239,İstanbul,Kağıthane,Merkez Mahallesi,975000,200,180,5+1,5-10,Düz Giriş
240,İstanbul,Kartal,Cumhuriyet Mahallesi,1295000,125,110,3+1,4,2
241,İstanbul,Pendik,Yeni Mahallesi,875000,78,70,2+1,0 (Yeni),Yüksek Giriş
242,İstanbul,Pendik,Yenişehir Mahallesi,675000,85,75,2+1,16-20,4
243,İstanbul,Ümraniye,Yamanevler Mahallesi,2800000,74,50,1+1,0 (Yeni),21
244,İstanbul,Ümraniye,Yamanevler Mahallesi,2600000,74,50,1+1,0 (Yeni),20
245,İstanbul,Avcılar,Cihangir Mahallesi,400000,130,125,3+1,21 Ve Üzeri,1
246,İstanbul,Sultanbeyli,Hasanpaşa Mahallesi,1050000,80,70,2+1,5-10,Bahçe Katı
247,İstanbul,Esenyurt,Mevlana Mahallesi,1350000,140,125,3+1,21 Ve Üzeri,12
248,İstanbul,Küçükçekmece,İnönü Mahallesi,680000,85,75,2+1,0 (Yeni),Yüksek Giriş
249,İstanbul,Küçükçekmece,İnönü Mahallesi,680000,80,75,2+1,0 (Yeni),Yüksek Giriş
250,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,165,140,3+1,16-20,5
251,İstanbul,Maltepe,Zümrütevler Mahallesi,1420000,92,75,2+1,5-10,13
252,İstanbul,Eyüpsultan,Nişancı Mahallesi,890000,230,200,5+2,21 Ve Üzeri,Müstakil
253,İstanbul,Sultanbeyli,Ahmet Yesevi Mahallesi,598000,120,99,2+1,0 (Yeni),Kot 1 (-1)
254,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,293000,83,73,1+1,0 (Yeni),1
255,İstanbul,Kadıköy,Fenerbahçe Mahallesi,12000000,200,147,4+1,0 (Yeni),18
256,İstanbul,Esenyurt,Mehterçeşme Mahallesi,285000,80,70,1+1,0 (Yeni),2
257,İstanbul,Çekmeköy,Merkez Mahallesi,699000,85,70,2+1,0 (Yeni),Kot 1 (-1)
258,İstanbul,Çekmeköy,Merkez Mahallesi,819000,90,80,2+1,0 (Yeni),1
259,İstanbul,Bahçelievler,Bahçelievler Mahallesi,1435000,120,100,3+1,21 Ve Üzeri,1
260,İstanbul,Esenyurt,Cumhuriyet Mahallesi,329000,110,100,2+1,0 (Yeni),3
261,İstanbul,Beylikdüzü,Beylikdüzü OSB Mahallesi,505000,117,107,2+1,0 (Yeni),6
262,İstanbul,Ümraniye,Esenşehir Mahallesi,2950000,130,100,2+1,5-10,6
263,İstanbul,Maltepe,Girne Mahallesi,1525000,100,78,2+1,5-10,2
264,İstanbul,Esenyurt,Mehmet Akif Ersoy Mahallesi,326000,112,102,2+1,0 (Yeni),3
265,İstanbul,Başakşehir,Başakşehir Mahallesi,4990000,177,140,4+1,5-10,3
266,İstanbul,Beylikdüzü,Yakuplu Mahallesi,388000,110,100,2+1,0 (Yeni),4
267,İstanbul,Zeytinburnu,Seyitnizam Mahallesi,1100000,170,160,4+2,21 Ve Üzeri,5
268,İstanbul,Esenyurt,Güzelyurt Mahallesi,250000,75,65,1+1,0 (Yeni),4
269,İstanbul,Esenyurt,İncirtepe Mahallesi,355000,130,120,3+1,0 (Yeni),3
270,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
271,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
272,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
